,raceId,absGridDelta
154,575,2.9166666666666665
155,576,0.5454545454545454
156,577,0.0
157,578,0.08333333333333333
158,579,0.0
159,580,0.8695652173913043
160,581,0.2727272727272727
161,582,2.526315789473684
162,583,1.9090909090909092
163,584,2.6363636363636362
164,585,0.8
165,586,0.9523809523809523
166,587,0.0
167,588,0.7
168,589,0.8181818181818182
169,590,1.1428571428571428
170,591,1.2
171,592,0.5263157894736842
172,593,0.1
173,594,0.21052631578947367
174,595,1.3
175,596,0.0
176,597,0.0
177,598,1.7142857142857142
178,599,1.619047619047619
179,600,0.9090909090909091
180,601,0.2857142857142857
181,602,0.8181818181818182
182,603,0.18181818181818182
183,604,1.9090909090909092
184,605,0.18181818181818182
185,606,1.2727272727272727
186,607,0.0
187,608,0.0
188,609,2.0
189,610,0.09090909090909091
190,611,1.0476190476190477
191,612,0.09090909090909091
192,613,0.0
193,614,1.9090909090909092
194,615,0.6363636363636364
195,616,0.0
196,617,0.0
197,618,0.7272727272727273
198,619,0.47619047619047616
199,620,0.0
200,621,0.5454545454545454
201,622,0.2727272727272727
202,623,1.9090909090909092
203,624,4.909090909090909
204,625,0.0
205,626,0.19047619047619047
206,627,0.0
207,628,1.1818181818181819
208,629,0.0
209,630,0.0
210,631,0.5714285714285714
211,632,0.6666666666666666
212,633,0.45454545454545453
213,634,0.09090909090909091
214,635,1.1818181818181819
215,636,1.0
216,637,5.363636363636363
217,638,1.1428571428571428
218,639,0.8181818181818182
219,640,0.18181818181818182
220,641,0.36363636363636365
221,642,0.18181818181818182
222,643,0.6363636363636364
223,644,3.090909090909091
224,645,0.6666666666666666
225,646,0.0
226,647,1.8181818181818181
227,648,1.3
228,649,0.8181818181818182
229,650,0.0
230,651,1.6363636363636365
231,652,0.0
232,653,0.0
233,654,1.7272727272727273
234,655,0.0
235,656,0.09090909090909091
236,657,5.090909090909091
237,658,1.0909090909090908
238,659,0.6363636363636364
239,660,1.2727272727272727
240,661,1.2727272727272727
241,662,0.0
242,663,0.5454545454545454
243,664,0.45454545454545453
244,665,1.6363636363636365
245,666,0.18181818181818182
246,667,0.0
247,668,0.7272727272727273
248,669,0.5454545454545454
249,670,0.0
250,671,0.36363636363636365
251,672,0.09090909090909091
252,673,0.0
253,674,0.0
254,675,0.0
255,676,0.2727272727272727
256,677,2.909090909090909
257,678,1.9090909090909092
258,679,0.5454545454545454
259,680,0.09090909090909091
260,681,0.2727272727272727
261,682,0.0
262,683,0.0
263,684,0.0
264,685,0.5263157894736842
265,686,0.36363636363636365
266,687,0.5454545454545454
267,688,0.2727272727272727
268,689,0.0
269,690,0.0
270,691,0.0
271,692,1.0476190476190477
272,693,0.0
273,694,0.0
274,695,0.0
275,696,0.9
276,697,0.0
277,698,5.6
278,699,3.0526315789473686
279,700,2.8
280,701,3.2
281,702,3.1
282,703,5.052631578947368
283,704,1.0526315789473684
284,705,1.1
285,706,2.6
286,707,0.2
287,708,4.9
288,709,2.0
289,710,2.0
290,711,2.1
291,712,2.2
292,713,5.2
293,714,1.7
294,715,2.1
295,716,2.5
296,717,1.4
297,718,1.9
298,719,2.3
299,720,1.7
300,721,1.6
301,722,2.210526315789474
302,723,0.3
303,724,3.1
304,725,2.1
305,726,1.3
306,727,4.6
307,728,1.4
308,729,3.8
309,730,0.1
310,731,2.9
311,732,7.1
312,733,2.0
313,734,2.3157894736842106
314,735,2.7
315,736,2.6666666666666665
316,737,3.0
317,738,3.4
318,739,3.0
319,740,0.3333333333333333
320,741,2.5
321,742,2.3
322,743,1.9
323,744,0.9
324,745,3.3
325,746,1.8
326,747,2.1
327,748,2.8
328,749,6.1
329,750,2.6
330,751,1.8181818181818181
331,752,4.363636363636363
332,753,2.6363636363636362
333,754,0.7272727272727273
334,755,2.090909090909091
335,756,1.9090909090909092
336,757,3.272727272727273
337,758,1.3636363636363635
338,759,1.7272727272727273
339,760,1.8181818181818181
340,761,1.6363636363636365
341,762,1.1818181818181819
342,763,1.1818181818181819
343,764,2.0
344,765,1.0909090909090908
345,766,5.090909090909091
346,767,0.5454545454545454
347,768,1.5454545454545454
348,769,1.9090909090909092
349,770,1.0
350,771,1.0
351,772,1.4545454545454546
352,773,2.5454545454545454
353,774,0.8181818181818182
354,775,0.8181818181818182
355,776,1.0
356,777,2.0
357,778,1.1818181818181819
358,779,2.090909090909091
359,780,1.7272727272727273
360,781,0.45454545454545453
361,782,2.1818181818181817
362,783,3.727272727272727
363,784,1.1818181818181819
364,785,1.0909090909090908
365,786,1.8181818181818181
366,787,1.5454545454545454
367,788,0.7272727272727273
368,789,1.0
369,790,1.3
370,791,1.3
371,792,2.6315789473684212
372,793,2.1
373,794,2.1
374,795,0.5
375,796,1.4
376,797,1.6
377,798,0.7
378,799,6.0
379,800,1.8
380,801,1.4
381,802,1.5
382,803,2.4
383,804,1.9
384,805,1.2
385,806,1.2
386,807,2.0
387,808,1.5
388,809,2.2
389,810,0.8
390,811,0.8
391,812,3.6
392,813,1.4736842105263157
393,814,1.0
394,815,1.3
395,816,2.0
396,817,1.8
397,818,2.111111111111111
398,819,4.6
399,820,1.3
400,821,0.75
401,822,0.782608695652174
402,823,4.956521739130435
403,824,0.08695652173913043
404,825,1.391304347826087
405,826,0.17391304347826086
406,827,0.3333333333333333
407,828,0.5
408,829,0.5833333333333334
409,830,0.9166666666666666
410,831,1.0
411,832,0.5833333333333334
412,833,3.0833333333333335
413,834,1.6666666666666667
414,835,2.25
415,836,0.43478260869565216
416,837,0.5
417,838,2.9166666666666665
418,839,0.3333333333333333
419,840,0.8181818181818182
420,841,0.0
421,842,1.1666666666666667
422,843,1.0434782608695652
423,844,0.6086956521739131
424,845,0.6666666666666666
425,846,0.75
426,847,0.3333333333333333
427,848,0.16666666666666666
428,849,0.6666666666666666
429,850,0.5
430,851,2.8333333333333335
431,852,0.25
432,853,0.4166666666666667
433,854,1.1666666666666667
434,855,0.16666666666666666
435,856,1.3333333333333333
436,857,0.8695652173913043
437,858,0.3333333333333333
438,859,1.3636363636363635
439,860,0.9166666666666666
440,861,1.4166666666666667
441,862,1.3333333333333333
442,863,1.9166666666666667
443,864,2.3333333333333335
444,865,1.0
445,866,0.782608695652174
446,867,4.608695652173913
447,868,4.666666666666667
448,869,0.9166666666666666
449,870,1.0833333333333333
450,871,2.5
451,872,0.5
452,873,2.0
453,874,0.5833333333333334
454,875,0.6666666666666666
455,876,1.75
456,877,1.6666666666666667
457,878,1.5833333333333333
458,879,1.8095238095238095
459,880,2.272727272727273
460,881,1.4545454545454546
461,882,1.3636363636363635
462,883,0.6363636363636364
463,884,2.6363636363636362
464,885,4.090909090909091
465,886,1.5454545454545454
466,887,1.0
467,888,0.2727272727272727
468,889,4.454545454545454
469,890,0.2727272727272727
470,891,0.18181818181818182
471,892,1.2727272727272727
472,893,0.5454545454545454
473,894,0.5454545454545454
474,895,1.8181818181818181
475,896,2.6363636363636362
476,897,3.090909090909091
477,898,3.727272727272727
478,899,2.380952380952381
479,900,1.2727272727272727
480,901,2.3636363636363638
481,902,2.4545454545454546
482,903,0.2857142857142857
483,904,0.45454545454545453
484,905,1.4545454545454546
485,906,5.181818181818182
486,907,0.6363636363636364
487,908,2.909090909090909
488,909,2.4545454545454546
489,910,0.9090909090909091
490,911,1.8095238095238095
491,912,1.3636363636363635
492,913,1.9047619047619047
493,914,0.8888888888888888
494,915,0.6666666666666666
495,916,2.9
496,917,0.0
497,918,2.736842105263158
498,919,0.1
499,920,0.42105263157894735
500,921,0.8
501,922,1.8
502,923,1.3
503,924,1.6
504,925,0.42105263157894735
505,926,0.1
506,927,1.5789473684210527
507,928,1.8
508,929,0.1
509,930,1.5
510,931,1.0
511,932,4.2
512,933,0.9
513,934,2.2
514,935,0.9
515,936,0.7619047619047619
516,937,0.4
517,938,1.3636363636363635
518,939,1.0909090909090908
519,940,0.45454545454545453
520,941,1.6363636363636365
521,942,1.0
522,943,1.8181818181818181
523,944,3.0
524,945,0.5454545454545454
525,946,2.3636363636363638
526,947,0.7272727272727273
527,948,1.2727272727272727
528,949,0.45454545454545453
529,950,1.4285714285714286
530,951,0.36363636363636365
531,952,1.0909090909090908
532,953,0.2727272727272727
533,954,1.1818181818181819
534,955,0.2857142857142857
535,956,0.18181818181818182
536,957,1.6
537,958,0.5
538,959,0.0
539,960,0.7368421052631579
540,961,0.3
541,962,1.7
542,963,0.2
543,964,0.8
544,965,0.6
545,966,2.1052631578947367
546,967,0.8
547,968,1.4
548,969,6.0
549,970,0.1
550,971,1.5789473684210527
551,972,2.6
552,973,2.4
553,974,2.8
554,975,2.5
555,976,0.0
556,977,1.4
557,978,1.2
558,979,0.2
559,980,1.2
560,981,0.42105263157894735
561,982,0.3157894736842105
562,983,0.42105263157894735
563,984,0.9
564,985,1.3
565,986,0.10526315789473684
566,987,1.3
567,988,2.7
568,989,2.7
569,990,1.6
570,991,0.0
571,992,3.3
572,993,2.1
573,994,1.9
574,995,1.2
575,996,1.1
576,997,0.1
577,998,0.8
578,999,0.6
579,1000,0.0
580,1001,3.0
581,1002,0.7
582,1003,1.3
583,1004,1.2
584,1005,0.5
585,1006,2.4
586,1007,0.8
587,1008,2.0
588,1009,0.7
589,1010,1.8
590,1011,2.6
591,1012,1.7
592,1013,1.6
593,1014,0.7
594,1015,0.3
595,1016,0.4
596,1017,1.2
597,1018,1.9
598,1019,0.4
599,1020,4.0
600,1021,0.6
601,1022,1.0526315789473684
602,1023,0.9
603,1024,0.5
604,1025,0.10526315789473684
605,1026,0.3
606,1027,0.5
607,1028,0.7
608,1029,0.0
609,1030,1.2
610,1031,0.0
611,1032,5.0
612,1033,0.5
613,1034,1.0
614,1035,1.8
615,1036,1.1
616,1037,1.4
617,1038,1.2
618,1039,0.0
619,1040,0.2222222222222222
620,1041,0.7
621,1042,0.4
622,1043,0.6
623,1044,0.8
624,1045,2.4
625,1046,1.4210526315789473
626,1047,5.2
627,1048,1.5
628,1049,3.3684210526315788
629,1050,5.9
630,1051,2.3
631,1052,2.2
632,1053,3.0
633,1054,2.3
634,1055,0.8
635,1056,0.9
636,1057,0.0
637,1058,0.4
638,1059,0.2222222222222222
639,1060,1.4
640,1061,2.7
641,1062,1.6842105263157894
642,1063,1.3
643,1064,0.3
644,1065,0.1
645,1066,5.5
646,1067,3.7
647,1068,2.8
648,1069,2.8
649,1070,0.8
650,1071,5.3
651,1072,0.4
652,1073,5.3
653,1074,4.7
654,1075,0.4
655,1076,3.0
656,1077,0.6
657,1078,3.6
658,1079,0.3
659,1080,0.9
660,1081,2.6
661,1082,0.9
662,1083,1.0
663,1084,1.8
664,1085,0.7
665,1086,0.8
666,1087,5.2
667,1088,0.7
668,1089,1.380952380952381
669,1090,0.7
670,1091,0.8
671,1092,2.8
672,1093,0.8421052631578947
673,1094,0.8421052631578947
674,1095,0.2
675,1096,0.9473684210526315
676,1097,0.9
677,1098,1.9
678,1099,1.5789473684210527
679,1100,1.7
680,1101,0.6
681,1102,0.2
682,1103,0.3
683,1104,0.9473684210526315
684,1105,0.0
685,1106,0.0
686,1107,0.7
687,1108,0.8
688,1109,1.3
689,1110,0.8
690,1111,0.4
691,1112,0.0
692,1113,1.1578947368421053
693,1114,0.3
694,1115,3.2
695,1116,1.4736842105263157
696,1117,0.2
697,1118,1.7
698,1119,1.1
699,1120,2.5
700,1121,1.2
701,1122,4.444444444444445
702,1123,1.3
703,1124,0.2
704,1125,1.4
